company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,step4_ats_sql_fit,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Colorado Time Systems,company,Colorado Time Systems,,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.63,"Resolved to Colorado Time Systems, an active US sports timing electronics company with embedded hardware relevance, but it is niche and not a strong ATS-scale target employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:43+00:00
Columbia/Okura LLC,company,Columbia/Okura LLC,,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.61,"Resolved to Columbia/Okura LLC, an active US industrial robotics/automation company with some embedded hardware relevance, but it is not a strong VLSI-oriented ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:43+00:00
Comau LLC,company,Comau LLC,,yes,yes,yes,yes,yes,embedded systems;firmware;EV or automotive electronics;hardware validation or electronics test,0.8,"Resolved to Comau LLC, the North American arm of a large industrial automation/robotics company with meaningful embedded/automotive-electronics relevance and real ATS hiring presence.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:43+00:00
Comcam International Inc.,company,Comcam International Inc.,,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.4,"Resolved to Comcam International Inc., apparently an active North American electronics/camera-related company, but limited evidence suggests a small or unclear employer not suitable for ATS seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:43+00:00
Comcast Corporation,company,Comcast Corporation,,yes,yes,yes,yes,yes,embedded systems;firmware;computer/server/datacenter/networking hardware,0.77,"Resolved to Comcast Corporation, an active large US cable/networking company with substantial hardware/device engineering and clear ATS-scale hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:43+00:00
COMET Technologies USA,company,"COMET Technologies USA, Inc.",,yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process;hardware validation or electronics test;RF or mmWave or wireless baseband chipset,0.88,"Resolved to COMET Technologies USA, Inc., the North American arm of Comet Group active in plasma/RF and semiconductor manufacturing equipment with clear relevance and ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:43+00:00
Commercial Vehicle Group,company,"Commercial Vehicle Group, Inc.",,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;hardware validation or electronics test,0.58,"Resolved to Commercial Vehicle Group, Inc., an active US commercial-vehicle systems supplier with North America presence and some automotive-electronics relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
CommScope Holding Company,company,"CommScope Holding Company, Inc.",,yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware;RF or mmWave or wireless baseband chipset;hardware validation or electronics test,0.91,"Resolved to CommScope Holding Company, Inc., an active US networking and communications-hardware company with substantial North America hiring and ATS footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Communications & Power Industries LLC,company,Communications & Power Industries LLC,,yes,yes,yes,no,no,RF or mmWave or wireless baseband chipset;analog or digital design;hardware validation or electronics test,0.77,"Resolved to Communications & Power Industries LLC, an active US electronics manufacturer, but it is more adjacent industrial/RF hardware than a strong VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Community Professional Loudspeakers,company,Community Professional Loudspeakers,,yes,yes,yes,no,no,analog or digital design,0.74,"Resolved to Community Professional Loudspeakers, an active US pro-audio hardware company with limited relevance and weak fit for a VLSI-focused ATS list.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Commuter Cars Corporation,company,Commuter Cars Corporation,,no,no,yes,no,no,EV or automotive electronics,0.73,"Resolved to Commuter Cars Corporation, which appears effectively inactive/defunct as an employer despite EV adjacency.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Compact Automation Products,company,"Compact Automation Products, LLC",,yes,yes,yes,no,no,embedded systems;analog or digital design;hardware validation or electronics test,0.68,"Resolved to Compact Automation Products, LLC, an active US industrial automation hardware company but too small/adjacent for a strong ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Compal USA,company,"Compal Electronics, Inc.","Compal USA, Inc.",yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.9,"Resolved 'Compal USA' to Compal Electronics, Inc. via its US subsidiary Compal USA, Inc.; it is a major ODM with North America presence and solid hardware relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Computer Transceiver Systems,company,"Computer Transceiver Systems, Inc.",,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems;firmware,0.55,"Resolved to Computer Transceiver Systems, Inc., an active US hardware-related company, but likely too small/niche for reliable ATS SQL usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Comrex Corporation,company,Comrex Corporation,,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design;RF or mmWave or wireless baseband chipset,0.76,"Resolved to Comrex Corporation, an active US broadcast-equipment maker with embedded hardware relevance but limited fit as a VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
COMSovereign Holding Corp.,company,COMSovereign Holding Corp.,,yes,yes,yes,no,no,RF or mmWave or wireless baseband chipset;computer/server/datacenter/networking hardware;embedded systems,0.72,"Resolved to COMSovereign Holding Corp., an active North American telecom-hardware holding company, but not a strong medium/large direct VLSI hiring target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Comtech Telecommunications Corp.,company,Comtech Telecommunications Corp.,,yes,yes,yes,no,no,RF or mmWave or wireless baseband chipset;embedded systems;firmware;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.79,"Resolved to Comtech Telecommunications Corp., an active US communications-hardware company, but it is more telecom systems than a strong VLSI/ASIC ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Conair LLC,company,Conair LLC,,yes,yes,no,no,no,,0.95,"Resolved to Conair LLC, an active consumer-products company without meaningful target EE/VLSI business relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Conation Technologies LLC,company,Conation Technologies LLC,,yes,yes,yes,no,no,embedded systems;analog or digital design,0.42,"Resolved to Conation Technologies LLC, apparently an active US technology firm, but its scale and direct VLSI/semiconductor relevance are too unclear for ATS inclusion.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Concord Electronics,company,Concord Electronics,,yes,yes,yes,no,no,hardware validation or electronics test;analog or digital design,0.45,"Resolved to Concord Electronics, an apparently active North American electronics company, but likely too small/unclear for a useful ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Concurrent Design,company,"Concurrent Design, Inc.",,yes,yes,yes,no,no,embedded systems;analog or digital design;firmware,0.37,"Resolved to Concurrent Design, Inc., but the name is generic and the company's scale/direct target-domain relevance appear too uncertain for ATS use.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Condor Electronics,company,Condor Electronics,,yes,yes,yes,no,no,analog or digital design;hardware validation or electronics test,0.39,"Resolved to Condor Electronics, apparently an active electronics hardware company, but likely too small or insufficiently target-specific for ATS SQL inclusion.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
ConectiSys Corporation,company,ConectiSys Corporation,,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware;firmware,0.61,"Resolved to ConectiSys Corporation, an active US embedded/networking hardware firm, but it seems too small/niche for a robust ATS company seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Conexant Systems,merged_or_renamed,Synaptics Incorporated,,yes,yes,yes,yes,yes,semiconductor design;ASIC;SoC;embedded systems;analog or digital design,0.93,"Resolved Conexant Systems to Synaptics Incorporated, the current successor owner of its chip business, which is active in North America and highly relevant.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
congatec Inc.,company,congatec GmbH,"congatec, Inc.",yes,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;firmware;hardware validation or electronics test,0.88,"Resolved 'congatec Inc.' to congatec GmbH with North American hiring via congatec, Inc.; it is a substantial embedded-computing hardware employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Conolog Corporation,company,Conolog Corporation,,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware;firmware;RF or mmWave or wireless baseband chipset,0.62,"Resolved to Conolog Corporation, an active US communications-electronics company, but it appears too niche/small for strong ATS SQL utility.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:18:57+00:00
Conquest Vehicles Inc.,company,Conquest Vehicles Inc.,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems,0.64,"Resolves to Conquest Vehicles Inc., a niche North American armored vehicle maker with some automotive-electronics relevance but weak ATS fit for VLSI-focused hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Conrac Corporation,company,Conrac Corporation,,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems,0.63,"Resolves to Conrac Corporation, a US industrial display/computing hardware company relevant to embedded hardware but not a strong ATS seed for semiconductor/VLSI roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Contactile,company,Contactile,,yes,no,yes,no,no,embedded systems;analog or digital design,0.55,"Resolves to Contactile, a tactile sensing hardware startup, but I lack concrete North America hiring presence and it appears too small for ATS SQL use.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Continental,company,Continental AG,"Continental Automotive Systems, Inc.",yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design;hardware validation or electronics test;RF or mmWave or wireless baseband chipset,0.95,"Resolves to Continental AG with North American hiring via Continental Automotive Systems, Inc.; it is a major automotive electronics employer and strong ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Control Chief Holdings,company,"Control Chief Holdings, LLC",,yes,yes,yes,no,no,embedded systems;hardware validation or electronics test,0.61,"Resolves to Control Chief Holdings, LLC, a US remote-control/industrial electronics company with some embedded relevance but not a strong medium/large VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Controlonics Corporation,company,Controlonics Corporation,,yes,yes,yes,no,no,embedded systems;analog or digital design;hardware validation or electronics test,0.58,"Resolves to Controlonics Corporation, an industrial controls/electronics firm with adjacent EE relevance but limited evidence of scale or VLSI-oriented ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
CONVERGIX Automation Solutions,company,CONVERGIX Automation Solutions,,yes,yes,yes,no,no,embedded systems;hardware validation or electronics test;firmware,0.69,"Resolves to CONVERGIX Automation Solutions, a North American automation/integration company relevant to industrial embedded systems but not a direct semiconductor/VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Conversant Intellectual Property Management Inc.,company,Conversant Intellectual Property Management Inc.,,yes,yes,no,no,no,,0.92,"Resolves to Conversant Intellectual Property Management Inc., an IP licensing/patent monetization company rather than a hardware or semiconductor design employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Conversion Technology,company,Conversion Technology Inc.,,yes,yes,yes,no,no,analog or digital design;hardware validation or electronics test;embedded systems,0.51,Resolves to Conversion Technology Inc.; the name maps to a small US electronics-oriented firm with adjacent EE relevance but unclear scale and weak ATS fit.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Cooler Master USA,company,"Cooler Master Co., Ltd.","Cooler Master USA, Inc.",yes,yes,yes,no,no,computer/server/datacenter/networking hardware,0.86,"Resolves to Cooler Master Co., Ltd. with North American hiring via Cooler Master USA, Inc.; it is PC hardware related but not a strong semiconductor/VLSI employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Cooper-Standard Holdings Inc.,company,Cooper-Standard Holdings Inc.,,yes,yes,yes,no,no,EV or automotive electronics,0.74,"Resolves to Cooper-Standard Holdings Inc., a large automotive supplier, but its core is vehicle systems/materials rather than electronics-heavy VLSI hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
CoorsTek,company,"CoorsTek, Inc.",,yes,yes,no,no,no,,0.87,"Resolves to CoorsTek, Inc., an advanced materials/ceramics manufacturer that is not directly a semiconductor or electronics design employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
Copley Controls Corporation,company,Copley Controls Corporation,,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.79,"Resolves to Copley Controls Corporation, a motion-control electronics company with embedded/firmware relevance but limited ATS value for VLSI-centric job seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:19:11+00:00
