company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Crow-Elkhart,company,Crow-Elkhart Motor Company,,no,no,yes,no,EV or automotive electronics,0.9,"Resolved to Crow-Elkhart Motor Company, a historical defunct automaker with no current operating entity to apply to.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
CrowdOptic,company,"CrowdOptic, Inc.",,yes,yes,no,no,,0.84,"Resolved to CrowdOptic, an active US software/computer-vision company, but not clearly a target EE/hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
CrowdStrike,company,"CrowdStrike Holdings, Inc.",,yes,yes,no,no,,0.99,"Resolved to CrowdStrike, an active cybersecurity software company, not relevant to the target hardware/semiconductor categories.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
Crown Castle,company,Crown Castle Inc.,,yes,yes,no,no,,0.95,"Resolved to Crown Castle, an active telecom infrastructure operator with NA presence but not a semiconductor or hardware-design employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
Crown Electrokinetics,company,Crown Electrokinetics Corp.,,yes,yes,no,no,,0.67,"Resolved to Crown Electrokinetics, an active electrokinetic-film/window technology company, not clearly in the target chip or hardware-design categories.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
Crown Equipment,company,Crown Equipment Corporation,,yes,yes,yes,yes,embedded systems;firmware;EV or automotive electronics;analog or digital design,0.88,"Resolved to Crown Equipment, an active US forklift/material-handling OEM with substantial embedded, power-electronics, and vehicle-electronics work.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
Crown Holdings,company,"Crown Holdings, Inc.",,yes,yes,no,no,,0.96,"Resolved to Crown Holdings, an active packaging manufacturer, not a target EE/VLSI hardware-design employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
Crown International,company,Crown International,,yes,yes,yes,yes,analog or digital design;computer/server/datacenter/networking hardware,0.86,"Resolved to Crown International, an active US professional audio electronics company with relevant hardware/electronics engineering.",v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
CRS Robotics,merged_or_renamed,ABB Ltd.,ABB Inc.,yes,yes,yes,yes,embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.83,Resolved 'CRS Robotics' to ABB via acquisition; ABB is active in North America and relevant through robotics and embedded electronics engineering.,v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
Crucial Technology,unclear,Crucial Technology,,no,no,no,no,,0.31,'Crucial Technology' is too ambiguous to resolve confidently; it may refer to multiple unrelated entities or a mistaken form of Crucial/Micron.,v3-precision-step2,gpt-5.4,2026-07-02T17:09:56+00:00
Cruise,company,Cruise LLC,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.93,"Resolved to Cruise LLC, an active US autonomous-vehicle company with North America hiring and relevant automotive electronics/embedded engineering work.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Crunchfish,company,Crunchfish AB,,yes,no,no,no,,0.84,"Resolved to Crunchfish AB, an active Swedish software-focused company, but I am not aware of a concrete US/Canada hiring entity and its business is not primarily EE/VLSI hardware.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Cryenco Sciences,company,"Cryenco Sciences, Inc.",,yes,yes,no,no,,0.72,"Resolved to Cryenco Sciences, Inc., an active US cryogenic equipment company with North America presence, but not clearly a target semiconductor/electronics design employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Cryocor,defunct,"CryoCor, Inc.",,no,no,no,no,,0.95,"Resolved to CryoCor, Inc., a defunct medical-device company, so it is not an active North America target employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Cryptek,company,"Cryptek, Inc.",,yes,yes,no,no,,0.55,"Resolved to Cryptek, Inc., apparently an active US company, but it is not clearly a semiconductor or electronics-design employer from the name alone.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Cryptography Research,merged_or_renamed,Rambus Inc.,,yes,yes,yes,yes,semiconductor IP;memory design (DRAM/SRAM/NAND/flash controller);SerDes or high-speed I/O;RF or mmWave or wireless baseband chipset,0.97,"Resolved to Rambus Inc. because Cryptography Research became part of Rambus, which is an active US semiconductor IP company with relevant hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Crystal Properties Holdings,company,Crystal Properties Holdings Limited,,yes,no,no,no,,0.9,"Resolved to Crystal Properties Holdings Limited, an active real-estate company with no known North America engineering presence and no EE/VLSI relevance.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Crystal Semiconductor,merged_or_renamed,"Cirrus Logic, Inc.",,yes,yes,yes,yes,ASIC;SoC;semiconductor design;analog or digital design,0.98,"Resolved to Cirrus Logic, Inc. because Crystal Semiconductor became part of Cirrus Logic, an active US semiconductor design company.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Crystalline silicon,not_a_company,Crystalline silicon,,no,no,no,no,,0.99,Resolved as a material term rather than a company: crystalline silicon is not a company.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
CS CLEAN SOLUTIONS GmbH,company,CS CLEAN SOLUTIONS GmbH,,yes,no,yes,no,semiconductor foundry or manufacturing process,0.78,"Resolved to CS CLEAN SOLUTIONS GmbH, an active semiconductor cleanroom/process equipment company, but I do not know a concrete US/Canada hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csepel Automobile Factory,defunct,Csepel Autógyár,,no,no,no,no,,0.96,"Resolved to Csepel Autógyár (Csepel Automobile Factory), a historical defunct manufacturer rather than an active employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csi Minnesota,unclear,Csi Minnesota,,no,no,no,no,,0.22,Csi Minnesota is too ambiguous to resolve confidently to a specific current company for job-board use.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csi Technologies,unclear,Csi Technologies,,no,no,no,no,,0.2,Csi Technologies is too ambiguous to resolve confidently to one canonical current company.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csl Lighting Manufacturing,company,CSL Lighting Manufacturing Ltd.,,yes,no,no,no,,0.8,"Resolved to CSL Lighting Manufacturing Ltd., an active lighting company without clear North America hiring presence and not a target semiconductor/design employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csmg Technologies,unclear,Csmg Technologies,,no,no,no,no,,0.18,Csmg Technologies is too ambiguous to resolve confidently to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csonka,company,Csonka,,yes,no,no,no,,0.28,"Resolved only weakly to a current company name Csonka, but I lack evidence of a concrete North America hiring presence or relevant EE/VLSI business.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csr,merged_or_renamed,Qualcomm Incorporated,,yes,yes,yes,yes,ASIC;SoC;semiconductor design;semiconductor IP;embedded systems;RF or mmWave or wireless baseband chipset,0.98,"Resolved to Qualcomm Incorporated because CSR plc was acquired into Qualcomm, which is an active US semiconductor and wireless chipset employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
CSW Industrials,company,"CSW Industrials, Inc.",,yes,yes,no,no,,0.88,"Resolved to CSW Industrials, Inc., an active US industrial products company, but not primarily a semiconductor/electronics design employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
Csx,company,CSX Corporation,,yes,yes,no,no,,0.97,"Resolved to CSX Corporation, an active US railroad/logistics company with North America presence but no target EE/VLSI relevance.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
CT&T United,defunct,"CT&T United Co., Ltd.",,no,no,no,no,,0.86,"Resolved to CT&T United Co., Ltd., a defunct Korean EV maker, so it is not an active employer despite automotive relevance.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:08+00:00
CT-100,unclear,CT-100,,no,no,no,no,,0.22,'CT-100' is too ambiguous and appears more like a model number than a resolvable company.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
CTA 5000 series,product_line,"CTA Digital, Inc.",,yes,yes,no,no,,0.31,"'CTA 5000 series' appears to resolve to a CTA-branded product line under CTA Digital, Inc., but the company is not a clear EE/VLSI target employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Ctci,company,CTCI Corporation,"CTCI Americas, Inc.",yes,yes,no,no,,0.72,"'Ctci' resolves to CTCI Corporation, an active engineering/construction firm with North America presence but not a core semiconductor or hardware-design employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
CTERA Networks,company,CTERA Networks Ltd.,"CTERA Networks US, Inc.",yes,yes,no,no,,0.84,"CTERA Networks Ltd. is active and has US operations, but it is primarily enterprise storage/software rather than target chip or electronics design work.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
CTI Electronics,company,CTI Electronics Corporation,,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.73,"CTI Electronics Corporation is an active US hardware maker of industrial input devices/keyboards, making it relevant to embedded/electronics hardware roles.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cti Molecular Imaging,merged_or_renamed,Siemens Healthineers AG,"Siemens Medical Solutions USA, Inc.",yes,yes,yes,yes,hardware validation or electronics test;embedded systems;analog or digital design,0.67,"CTI Molecular Imaging was acquired into Siemens Healthineers, which is active in North America and does complex medical electronics hardware.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Ctl,company,CTL Corporation,,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.61,"'Ctl' most likely resolves to CTL Corporation, an active US computer hardware company relevant to hardware and firmware roles.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cts,company,CTS Corporation,,yes,yes,yes,yes,analog or digital design;embedded systems;EV or automotive electronics;RF or mmWave or wireless baseband chipset;power management IC or PMIC,0.89,CTS Corporation is an active US electronics/components company with automotive and sensing products relevant to EE hardware roles.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cts First Acquisition,unclear,Cts First Acquisition,,no,no,no,no,,0.2,'Cts First Acquisition' does not clearly resolve to an operating employer and looks like a transaction/SPAC-style entity.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
CTX International,company,"CTX International, Inc.",,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.58,"CTX International, Inc. is associated with computer display hardware, making it marginally relevant to hardware-focused roles.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
CTX Virtual Technologies,company,CTX Virtual Technologies Inc.,,yes,yes,no,no,,0.55,"CTX Virtual Technologies Inc. appears active in Canada, but its focus is virtual/medical technology rather than target semiconductor or electronics design categories.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cub Cadet,product_line,"Stanley Black & Decker, Inc.",,yes,yes,yes,yes,embedded systems;EV or automotive electronics;analog or digital design,0.66,"Cub Cadet is a Stanley Black & Decker outdoor-equipment brand, and the parent is an active NA employer with embedded/electromechanical product engineering.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cuberg,company,"Cuberg, Inc.",,yes,yes,yes,yes,EV or automotive electronics;hardware validation or electronics test,0.78,"Cuberg, Inc. is an active US battery technology company relevant to EV/electronics hardware engineering and test.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
CubeSmart,company,CubeSmart,,yes,yes,no,no,,0.97,"CubeSmart is an active self-storage REIT, not a semiconductor or electronics hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cubic,company,Cubic Corporation,,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test;RF or mmWave or wireless baseband chipset;firmware,0.86,Cubic Corporation is an active US defense/transport technology company with substantial embedded electronics and communications hardware work.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cubot,company,"Shenzhen Huafurui Technology Co., Ltd.",,yes,no,yes,no,embedded systems;computer/server/datacenter/networking hardware;firmware,0.63,"Cubot resolves to Shenzhen Huafurui Technology Co., Ltd.; it makes smartphones but lacks a clearly established North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cue Health,company,Cue Health Inc.,,yes,yes,yes,yes,embedded systems;hardware validation or electronics test;analog or digital design;firmware,0.74,Cue Health Inc. is an active US medical-device company with electronics and embedded hardware development relevant to EE roles.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cuisinart,product_line,Conair Corporation,,yes,yes,yes,yes,embedded systems;analog or digital design,0.57,Cuisinart is a Conair Corporation brand; the parent develops consumer appliances with embedded/electronic product engineering.,v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cumana,defunct,Cumana Limited,,no,no,no,no,,0.83,"Cumana Limited was a historical computer-peripherals company and is defunct, so it is not an active employer.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
Cummins,company,Cummins Inc.,,yes,yes,yes,yes,embedded systems;firmware;EV or automotive electronics;hardware validation or electronics test;analog or digital design;power management IC or PMIC,0.9,"Cummins Inc. is an active US powertrain and electrification company with substantial embedded, controls, and automotive-electronics engineering.",v3-precision-step2,gpt-5.4,2026-07-02T17:10:22+00:00
